,Unnamed: 0,cond,id,project_slug,submit_second_after_start,text,user_slug,idea_id,novelty_z,novelty_raw,value_z,value_raw,cluster_id,cluster_name
574,710,on-demand,1337,timing_task2,400,Clothes that are see-through when touched. Used for intimate occasions.,3TIJ05Y0TC,1337,0.786407695,5.5,-0.856730413,2.75,,
575,713,on-interval,1340,timing_task2,185,Use to display video connected to a phone,FZ2HGQ9BT2,1340,0.35794231,5.6,0.61294473,6.2,,
576,714,on-demand,1341,timing_task2,329,"Take it with you in the car, it can be an all around hit as a kid's blanket and they can use it like an etch-a-sketch or other toy to keep them entertained.",0PC95RO1CF,1341,-0.163013153,4.5,0.316806938,5,,
577,715,idle,1343,timing_task2,204,"Use as a couch cover that sense where you are tense based on touch, and the mechanical couch can change to relax you, like a temperpedic.",KCYTRKJIJO,1343,0.307095984,4.666666667,0.799186654,6,,
578,716,on-interval,1344,timing_task2,239,An interactive mat to use for playing a large game of chess with friends.,MZQPXL6G3N,1344,0.143923589,4.8,0.166170398,4.6,,
579,717,idle,1346,timing_task2,446,use to make books,5VF6KWX0VK,1346,-0.506146533,4,0.520814476,5.666666667,,
580,718,idle,1347,timing_task2,317,Use it on blankets for little children. It can be an alternative for comfort.,0EVEO6UQAU,1347,0.178732136,4.5,-0.127681999,3,,
581,719,on-demand,1348,timing_task2,510,"Use during the Olympic games on the clothes the athletes wear and allow them to program what they want on their clothes, such as their country's flag and colors.",ZK84NJY081,1348,0.251576902,5,-0.568020986,3.4,,
582,721,none,1351,timing_task2,73,This could be used well for people who want to show slideshows of vacations to their family whenever they wish.,DTI7W4V7GU,1351,-0.542786711,3.25,-1.03642035,2.5,,
583,722,idle,1352,timing_task2,23,To show movie clips conveniently.,HXHFUV4333,1352,-0.694025245,4.25,-0.359144558,4.5,,
584,725,none,1355,timing_task2,438,drink counter at the bar,I5WLBOJAQB,1355,-0.104131871,5,-0.835161393,3.5,,
585,726,idle,1356,timing_task2,423,Turn a large piece into a rug; the rug could flash different colors for parties or have a nice design for regular nights.,HM190QDGFC,1356,0.42514137,4.75,0.060909237,3.75,,
586,727,idle,1357,timing_task2,89,The army could use it as active camouflage to mimic any environment soldiers move through.,IUG38VABCS,1357,-0.509230406,3.75,1.131688982,6.5,,
587,728,idle,1358,timing_task2,530,Make a backpack top with the lights.  If they get lost or need to be found the backpack can signal search planes.,NHPKDC31AJ,1358,-0.293452244,3.166666667,0.47117974,4.5,,
588,729,on-interval,1359,timing_task2,613,drapes with all sorts of colors,AUE9IZ4LT6,1359,-1.531019246,2.5,-0.72600317,3.5,,
589,730,idle,1360,timing_task2,285,Halloween costumes,H13WJ9YTUN,1360,-0.574817654,3.8,-0.5950284,3.6,,
590,731,none,1361,timing_task2,315,make it a portable wall decorator. you can change the fabric to the mood or party you are having,6IB1RFEIW5,1361,-0.116270768,5.2,-1.094664192,2.75,,
591,732,on-demand,1362,timing_task2,251,"Could be used in retail stores to attach to clothing, when the customer is interested in seeing the piece of clothing, they touch it, and a video could display varying models wearing it to get a sense of how it would look on themselves.",AGVT6VXVY5,1362,0.655886103,6,0.831194641,6,,
592,733,on-interval,1363,timing_task2,130,WiFi connectivity which could be used to search google right through the clothing.,0WBTH5BSPO,1363,-0.090056878,4.666666667,0.126866874,5.666666667,8,increase productivity/efficiency in everyday life
593,734,idle,1364,timing_task2,445,Put images on baby clothing to entertain and occupy the baby.,QU0GMCD2WN,1364,0.235105786,4,0.873535437,5.75,,
594,735,idle,1365,timing_task2,44,Provides entertainment to a picnic conveniently.,HXHFUV4333,1365,-0.523529792,3.6,-0.208169363,3.6,,
595,736,on-demand,1366,timing_task2,429,"Sports team hats that can change to alternate logos like throwbacks, classics, etc.",VRUP9Y4HU6,1366,0.40511437,4.8,-0.698289553,3.2,,
596,737,on-demand,1368,timing_task2,452,A cloth your pet can wear with details of ownership in case he/she gets lost.,3TIJ05Y0TC,1368,-0.039078054,4.2,0.156713091,4.4,,
597,738,on-interval,1369,timing_task2,372,You can create shirts with watches in the cuffs.,CQXL55FVWR,1369,-0.031344448,4,-0.314296444,3.25,12,make clothing/wearables that help people express themselves
598,739,on-interval,1370,timing_task2,219,Making your own billboard,OZA8UIRJWO,1370,-0.503876567,3,-0.117618899,4,,
599,740,none,1371,timing_task2,102,"Because the connector is so small, this could be considered mobile and would be good for job presentations.",DTI7W4V7GU,1371,-0.14729472,4,-0.271905208,3.666666667,,
600,741,idle,1372,timing_task2,252,"Can be used as a portable projector, if you can hook up HDMI to it, so a blanket you can just unfold and hang up on any wall for a beautiful movie watching experience anywhere.",KCYTRKJIJO,1372,-0.150231869,4.25,0.101757485,4.25,,
601,742,on-interval,1373,timing_task2,634,crib sheets that leave outline of baby,AUE9IZ4LT6,1373,0.095093193,5,-0.927484418,3,,
602,743,on-interval,1374,timing_task2,145,Built in tools such as calculators and organizers.,0WBTH5BSPO,1374,-0.345772912,3.25,-0.377018796,3.25,,
603,745,on-demand,1376,timing_task2,537,an astroturf like application that can display the score on a playing field,P04OXE1MZX,1376,0.088206831,5,-0.132495228,4.5,,
604,746,on-demand,1377,timing_task2,439,"you could change colors of entire room, home, or even building.  This would be really cool",6TDQU7CHJT,1377,0.295921532,4.5,0.38906963,4.666666667,,
605,748,on-demand,1379,timing_task2,521,Military tents so they can change to look like the surrounding trees and plants.,T2R2UWE269,1379,1.033607524,6,1.325631142,6.25,,
606,749,on-interval,1380,timing_task2,232,Wallpaper that shows updated information.,I2RNV7NAJD,1380,-0.323216332,4,0.117846174,5.5,,
607,750,idle,1381,timing_task2,123,Businesses can use it to quickly display and change menus,IUG38VABCS,1381,0.509358482,5.5,1.166399866,6.75,,
608,751,idle,1382,timing_task2,575,A uniform for sports that changes depending on the place of the game.,USQ8ZXLRRC,1382,0.971587037,5,-0.114804958,4,,
609,752,on-interval,1383,timing_task2,465,Synchronization of clothing for public displays. [e.g. the opening ceremony of a grand event or for sports competitions.],395B0MW3HU,1383,-0.122211166,4.666666667,0.673943079,5.666666667,10,make clothing/wearables that are fun and add to entertainment experiences
610,753,idle,1384,timing_task2,67,Have outdoors video entertainment conveniently.,HXHFUV4333,1384,-0.416020658,4.2,-0.104319165,4.25,,
611,754,idle,1385,timing_task2,372,Public transportation. Use it as a better seat.,0EVEO6UQAU,1385,-1.004407813,3,-1.136737815,2.4,,
612,755,on-interval,1386,timing_task2,654,book covers for school.  decorate it different each day,AUE9IZ4LT6,1386,0.085475749,5.2,-0.37079081,3.4,,
613,756,idle,1387,timing_task2,572,"Make a wallet with a small screen inside.  It can display money in the wallet, bank and credit available.",NHPKDC31AJ,1387,-0.296877361,5,-1.25683759,3.25,,
614,757,idle,1388,timing_task2,332,"Neckties - If they spill something on it at lunch, they can change the color so it blends in and don't have to worry about anyone noticing the stain.",JPTTCMJXDO,1388,1.283332597,6,-0.697821362,3.25,,
615,758,none,1389,timing_task2,128,This could be of great use in art exhibits and could be used for collage.,DTI7W4V7GU,1389,-0.067813641,4.6,-0.319991522,4.2,,
616,759,on-demand,1390,timing_task2,407,Use it as a napkin that doubles as an interactive place setting to keep being productive even at dinner.,0PC95RO1CF,1390,-1.407630701,1.5,-1.082293798,1.75,,
617,760,none,1392,timing_task2,79,place the cloth over a kitchen table to detect consistency of the food or drink,AZS755CKZX,1392,0.198822868,4.666666667,-0.318994547,4,,
618,761,on-interval,1393,timing_task2,314,Use as a fashion aide. Show different combinations of clothing and see how it would look on a person.,MZQPXL6G3N,1393,-1.348546952,2.25,-0.601235289,3.25,,
619,763,idle,1395,timing_task2,483,Encompass furniture in the material to add possible heated seating and bedding.,HM190QDGFC,1395,0.364267556,6,0.16741853,5,,
620,764,none,1397,timing_task2,500,more visibility for motorcycle riders,I5WLBOJAQB,1397,-0.347888093,3.4,1.213021796,6.25,,
621,765,on-interval,1398,timing_task2,262,Use all the pretty lights to make yourself look like an alien,OZA8UIRJWO,1398,-0.258281486,3.75,-1.176042613,1.25,,
622,766,idle,1399,timing_task2,385,A bra that can be told to fill up air bags or deflate them in order to act as a push up bra or not. This might allow me to make use of the same bra throughout the whole month.,D7RB1YZLAJ,1399,-1.017778702,2.6,-0.642600666,2.6,,
623,767,on-interval,1400,timing_task2,266,A paper-thin wrist watch with interactive display.,I2RNV7NAJD,1400,-0.177029073,4.6,-0.105152828,3.6,,
624,769,on-demand,1402,timing_task2,479,A yoga mat that can show you proper hand and foot placement.,VRUP9Y4HU6,1402,1.102208309,6,1.222225297,5.8,,
625,770,idle,1403,timing_task2,95,"Use it for presentations, as it senses touch.",HXHFUV4333,1403,-0.277382559,4.4,0.47253286,5.5,,
626,771,on-interval,1405,timing_task2,291,Use in a lazer tag arena to creating a moving atmosphere,FZ2HGQ9BT2,1405,0.173774455,5,0.178985346,4.666666667,,
627,772,idle,1406,timing_task2,370,baby mat with interactive graphics and images,JPTTCMJXDO,1406,0.437351752,5,0.582462593,5,,
628,773,on-interval,1407,timing_task2,684,Real time news on any surface. People can be updated of either disasters or things they should be aware of anywhere at any time.,TZJENAOG1L,1407,0.005952827,4.5,0.370543017,4.5,,
629,774,on-demand,1408,timing_task2,520,Newspaper screen that expands certain articles when you touch them.,3TIJ05Y0TC,1408,0.218107148,5.2,0.149523479,5.2,21,replace static content with more dynamic/interactive content
630,775,idle,1410,timing_task2,116,Use it as a map.,HXHFUV4333,1410,0.183689968,5.25,0.143976555,4.75,,
631,776,idle,1411,timing_task2,513,Wrap the material around boxing gloves to determine the force of punches.,HM190QDGFC,1411,0.359389151,5.4,-1.378260245,3.2,,
632,777,idle,1412,timing_task2,322,"Could be used as a insulator if it's a sleeping bag. If the fabric senses you are cold, it'll get warm with built in warmers, and vice versa, if you're too warm, it will chill you until you're comfortable and not moving as much.",KCYTRKJIJO,1412,0.883773454,5.75,0.47413301,5,,
633,778,idle,1413,timing_task2,20,to use as a screen in a meeting room to showcase ideas,EZHE2KA84D,1413,0.03524699,5,0.349797114,5.4,,
634,779,none,1415,timing_task2,533,watch events on shirts,I5WLBOJAQB,1415,-0.416635036,4.5,-0.50456033,4.25,,
635,780,on-demand,1416,timing_task2,510,maybe the outdoor (parking) theaters could make a comeback,6TDQU7CHJT,1416,-0.489720784,4,0.277439048,4.8,,
636,781,on-demand,1417,timing_task2,591,Cover the walls in a mall for a system that can give personnel directions to a store.,T2R2UWE269,1417,0.491975418,5.4,0.270790179,4.8,,
637,783,on-interval,1420,timing_task2,312,place on desks in schools to label which student should sit in the desk,FZ2HGQ9BT2,1420,-0.858007929,3.25,-0.789745319,3,,
638,784,none,1421,timing_task2,182,Teaching a class would be easier using this as a poseable smartboard-type thing.,DTI7W4V7GU,1421,-0.044700075,5,0.216750111,5.25,,
639,785,on-demand,1422,timing_task2,535,Clothing textbooks for students on the go.,3TIJ05Y0TC,1422,-0.653492191,3.25,-1.00365259,2.5,,
640,786,idle,1423,timing_task2,640,"An interactive apron that displays recipes. So if you forget how much salt, it will remind you.",USQ8ZXLRRC,1423,1.131913405,6,0.326573628,5,,
641,787,idle,1424,timing_task2,135,"Use it as a canvas for art, as it reacts to touch.",HXHFUV4333,1424,-0.176786084,4.75,0.083904973,4.5,1,create novel ways for visual artists to express themselves and display their work
642,788,idle,1426,timing_task2,197,it could make for a very portable tablet display that you can fit into your pocket,IUG38VABCS,1426,0.368127919,5.4,0.175307743,5,,
643,789,idle,1427,timing_task2,391,A high-end wall paper for your house.,H13WJ9YTUN,1427,-0.178452896,4.2,0.240245755,4.8,,
644,790,idle,1428,timing_task2,535,Use them as towels to determine optimal dryness.,HM190QDGFC,1428,0.37803953,5.4,-0.613759391,3.2,,
645,791,on-interval,1430,timing_task2,315,Using it to enhance a presentation,OZA8UIRJWO,1430,-0.853015674,2.666666667,0.579748404,4.666666667,,
646,792,idle,1431,timing_task2,579,use to make stage props,5VF6KWX0VK,1431,-0.286056436,4.5,0.663928005,5.25,,
647,793,none,1433,timing_task2,205,This would be good for advertisements as well as you can change out what is displayed on the same billboard.,DTI7W4V7GU,1433,-0.70701784,3.5,-0.130554251,4.5,,
648,794,idle,1434,timing_task2,404,Stickers,H13WJ9YTUN,1434,-0.921589432,3,-0.859723224,2.6,,
649,795,on-interval,1436,timing_task2,383,Wrap it around a phone or tablet to have a unique and changeable cover.,MZQPXL6G3N,1436,-0.110227775,4.75,-0.727236202,3.75,,
650,796,none,1437,timing_task2,434,use it create a scene on the outside of your  house that pertains to the season,6IB1RFEIW5,1437,0.812289629,5.25,0.440450813,5,,
651,798,idle,1441,timing_task2,459,Wallpaper that can be changed as the temperature of the room changes. Colder temps make the room darker while warmer makes it lighter.,D7RB1YZLAJ,1441,0.485148952,5.25,-0.24164901,3.75,,
652,799,idle,1442,timing_task2,165,Try to use it as a temporary picture to honor someone at a funeral or a celebration.,HXHFUV4333,1442,-1.625582762,2.666666667,-0.594530304,3.666666667,,
653,800,idle,1443,timing_task2,774,A towel that is heat sensitive and adjusts its color otherwise.,IAGWJ82WVO,1443,0.442247723,5.5,-0.772921401,4.666666667,4,enhance the comfort or entertainment value of items in a household bathroom
654,801,idle,1444,timing_task2,428,a tablecloth that has a built in digital game board for family night fun.,JPTTCMJXDO,1444,0.357451093,6,0.225796811,5.25,,
655,802,on-demand,1445,timing_task2,666,Use the fabric for medical purposes that can detect you body temperature.  If it turns a certain color you have a fever. This could be good for babies who don't necessarily like having their temperature taken with a thermometer.,ZK84NJY081,1445,0.696412047,5.75,0.677483782,5.75,,
656,803,on-interval,1446,timing_task2,344,Making things more visible to everyone,OZA8UIRJWO,1446,-1.141987309,3.6,-0.282355363,4,,
657,804,idle,1448,timing_task2,79,to use as a portable movie theater,EZHE2KA84D,1448,-0.154289766,5.25,0.195361161,5.25,,
658,805,idle,1449,timing_task2,577,Turn them into curtains as a practical joke setting: silhouette of you being murdered.,HM190QDGFC,1449,-0.846060932,3.6,-1.356422794,2.4,,
659,806,on-demand,1450,timing_task2,665,curtians that you can change the color/pattern of,P04OXE1MZX,1450,0.798136203,6,0.392264608,5.4,,
660,807,idle,1451,timing_task2,438,Decks of playing cards that can change to any card game,H13WJ9YTUN,1451,-0.28683564,4.4,-0.388553599,4.2,,
661,808,idle,1452,timing_task2,187,You can use it as a sign to direct people at an event.,HXHFUV4333,1452,0.820892209,6,0.529322759,5.6,,
662,810,idle,1454,timing_task2,492,"Use it on sneakers. Maybe have different vibrant colors, or help with the insoles.",0EVEO6UQAU,1454,-0.835333252,3.5,-0.091346852,4.25,,
663,812,idle,1457,timing_task2,709,Smart carpet that flashes a light where it is wet. That way you can clean up fido's pee pee.,USQ8ZXLRRC,1457,0.601284548,6,-0.389344214,4,,
664,813,idle,1458,timing_task2,700,"make a rug that can display different games like twister, hopscotch etc.",NHPKDC31AJ,1458,0.209527103,6,-0.865240314,3.75,17,make physically interactive games for the entertainment for adults and/or of children
665,814,idle,1459,timing_task2,102,to use for a halloween display on a porched in area,EZHE2KA84D,1459,-0.088451641,4.2,-0.344266064,3.4,,
666,815,none,1460,timing_task2,206,in the room as very small insects detector,AZS755CKZX,1460,-0.604744418,3.4,-0.682093807,2.6,,
667,816,on-demand,1462,timing_task2,591,Could use it on a white (blank) t-shirt and change the color to use desire,6TDQU7CHJT,1462,0.766455124,5.5,-0.093940455,4.75,,
668,817,none,1463,timing_task2,261,The sizes of the fabric make it useful for situations that require more intimate attention. The smaller fabrics could be used with a small amount of people while the bigger fabric pieces could be used for larger crowds.,DTI7W4V7GU,1463,-0.51503928,3.25,-0.249387649,3.75,,
669,818,none,1464,timing_task2,359,portable vehicle simulation (ship anywhere for training),GQ5IGKLGG2,1464,-0.617925889,3.333333333,0.187774232,4.5,,
670,820,idle,1466,timing_task2,209,"It can be an interactive, unique umbrella.",HXHFUV4333,1466,0.076229952,4.6,-0.486785743,3.5,,
671,821,on-demand,1467,timing_task2,615,Shirt shaped like a guitar perfect for strumming on the go.,3TIJ05Y0TC,1467,0.142585234,5.2,-0.241053195,4.6,10,make clothing/wearables that are fun and add to entertainment experiences
672,822,on-demand,1468,timing_task2,442,"Use it in an art gallery to display the work of one artist in one section.  That way, more artists can have a chance to have their works seen.
Use in classrooms to make lessons more interesting.  Most kids find history to be boring, set up some fabric in class that hangs over the dull chalkboard, put up video or photos that go along with the lecture, keep them interested.
If it's waterproof, then how about they replace old, ratchety billboards?  
New ways for teens to decorate their rooms.  They can have a display and have a video of their favorite boy band member going on all the time, up on their wall.
All the money and space businesses can save when they have meetings.  No more projectors bright lights, no more ugly walls being used as backdrop, no more clunky, awkward screens to carry to the meeting from the car.",6AAFF8Q3PF,1468,0.779615902,5.333333333,-0.268263861,4,,
673,823,none,1469,timing_task2,495,to watch movies on,6IB1RFEIW5,1469,-1.050071428,3,0.9244666,6,,
674,824,idle,1470,timing_task2,825,An oven mit that is heat sensitive that turns red when something is very hot and cold when very cold.,IAGWJ82WVO,1470,-0.722604271,3.6,-0.80857882,3.2,19,make products that are useful in a household kitchen
675,825,on-demand,1471,timing_task2,627,displaying movies,CEI22M2JP3,1471,-0.5955393,3.2,0.068291336,4.2,,
676,826,on-demand,1472,timing_task2,712,Use as a fabric for athletic wear that changes a certain color when your heart is beating at a certain speed.,ZK84NJY081,1472,0.624052948,5.25,0.538977198,5.5,,
677,827,on-interval,1473,timing_task2,311,Post-It Notes that would remind you of important events.,0WBTH5BSPO,1473,0.026218532,4.75,0.475115276,5.25,,
678,828,on-demand,1474,timing_task2,631,teling stories,CEI22M2JP3,1474,-1.024511646,1.25,-0.828147828,1.5,,
679,829,on-interval,1475,timing_task2,407,Use as a small television,FZ2HGQ9BT2,1475,-0.921769462,3.571428571,-0.486220027,3.857142857,,
680,830,on-demand,1476,timing_task2,607,Change the color of a car with a button,6TDQU7CHJT,1476,1.111807378,6.5,-0.085412863,4,,
681,831,none,1478,timing_task2,8,color changing t-shirt,KORQRADEAV,1478,0.563529259,5.333333333,-0.338159187,4.166666667,,
682,832,idle,1479,timing_task2,658,use for hospital blankets and sheet with get well messages,5VF6KWX0VK,1479,0.250558024,5.5,0.191813145,5,,
683,833,idle,1480,timing_task2,621,Use them as shower curtains to keep you  busy in the shower.,HM190QDGFC,1480,-0.10311963,4.8,-0.76253062,3.2,,
684,834,on-demand,1481,timing_task2,636,camoflauging,CEI22M2JP3,1481,-0.682852836,3.2,-0.256185885,3.8,,
685,835,none,1482,timing_task2,378,"used with phone for larger screen/portability,",GQ5IGKLGG2,1482,-0.375874988,4.333333333,-0.038681358,4.333333333,18,make portable technologies
686,836,on-interval,1484,timing_task2,322,Connectivity with your phone to display content.,0WBTH5BSPO,1484,-0.147442358,3.5,-0.480801331,3.25,,
687,837,on-demand,1485,timing_task2,641,clothing storage,CEI22M2JP3,1485,-1.322856058,1.75,-1.018753839,3,,
688,838,none,1486,timing_task2,19,animated logo on clothes,KORQRADEAV,1486,-0.03336438,4.5,-0.43510161,3.833333333,,
689,839,none,1488,timing_task2,387,"used in class rooms,",GQ5IGKLGG2,1488,-0.838334264,3.25,0.13941521,4,,
690,840,idle,1489,timing_task2,237,It can be a unique face mask for halloween.,HXHFUV4333,1489,0.629896096,5,-0.125008208,3.666666667,,
691,841,idle,1490,timing_task2,747,Dance floor carpet that flashes the next foot print spot after dancer hits appropriate spot.,USQ8ZXLRRC,1490,-0.249707022,3.6,0.053177279,3.8,17,make physically interactive games for the entertainment for adults and/or of children
692,842,on-interval,1491,timing_task2,423,use to play practical jokes on people,FZ2HGQ9BT2,1491,-0.944761866,3.333333333,-1.24073897,2.5,,
693,843,on-interval,1492,timing_task2,411,Static flag displays that appear to be blowing in the wind.,I2RNV7NAJD,1492,-0.013363199,3.75,-1.195087563,2,,
694,844,on-demand,1493,timing_task2,543,MAKE SNEAKERS THAT CAN CHANGE COLORS,CPU2QBLWRJ,1493,0.118377326,4.6,0.611446939,5.6,,
695,845,idle,1495,timing_task2,648,Students can use it to help with their homework and assignments. They can get images of examples to help them with their homework.,QU0GMCD2WN,1495,0.512516132,5.5,0.571874082,5.5,,
696,846,none,1496,timing_task2,294,This could be handy for projecting images during concerts or video during films.,DTI7W4V7GU,1496,-0.376739469,3.25,0.213859297,4,,
697,847,none,1497,timing_task2,392,"tshirt advertising,",GQ5IGKLGG2,1497,0.039267768,4.5,0.222762787,4.5,,
698,848,none,1499,timing_task2,398,"hot air balloon shows,",GQ5IGKLGG2,1499,-0.83264757,3.25,-0.939282359,3.5,3,enhance live show experiences
699,849,idle,1500,timing_task2,453,Use the fabric on the interior of your house to change where you are at any time. You could be outdoors or inside a basketball stadium or where ever you want your house to be.,KCYTRKJIJO,1500,0.237923855,5.2,0.406095605,4.8,,
700,850,on-demand,1501,timing_task2,715,Use it for carpet in a preschool that way kids can draw on the floor,T2R2UWE269,1501,0.369973961,5,0.18213171,5,,
701,852,none,1503,timing_task2,409,"ball cap logos,",GQ5IGKLGG2,1503,-0.742622519,3.166666667,-0.554577541,2.833333333,,
702,853,idle,1504,timing_task2,320,Airplanes can pull a large colorful display behind them for advertising at the beach.,IUG38VABCS,1504,-0.426879107,4,-0.50008389,4.5,,
703,854,on-interval,1505,timing_task2,586,You can make flags or banners that emit light.  It would be useful to sports stadiums.,CQXL55FVWR,1505,-0.039486431,4,-0.446599378,3.5,,
704,855,idle,1507,timing_task2,260,"It could be an interactive cloak or shawl, or cape.",HXHFUV4333,1507,-0.095818367,4.5,-0.591680521,3.666666667,,
705,856,on-interval,1508,timing_task2,489,Use as a presentation tool for class projects.,MZQPXL6G3N,1508,-0.589527017,3.2,0.443651895,5.2,,
706,857,none,1509,timing_task2,414,"birthday cards with video,",GQ5IGKLGG2,1509,0.32442395,5,0.600378427,5.333333333,,
707,858,idle,1512,timing_task2,662,"Make sneakers out of them, so ""light-ups"" can be brought back for adults.",HM190QDGFC,1512,-0.298921416,4.2,-1.314127897,2.8,,
708,859,idle,1514,timing_task2,173,for schools to use to display past events,EZHE2KA84D,1514,-0.274496508,3.8,-0.291264802,4,,
709,860,none,1515,timing_task2,60,displaying a clothing and being able to see what different colors would look like by displaying the color on the fabric,KORQRADEAV,1515,-0.203236984,5.6,0.325156577,5.8,,
710,861,none,1517,timing_task2,330,You could turn your living room into a movie theater by using big enough fabric and then taking it down once the film is over. It is portable.,DTI7W4V7GU,1517,-0.331097981,4.4,0.892861378,6.4,,
711,862,on-demand,1518,timing_task2,775,Use as fabric in a car that allows you to play videos to keep people or children entertained in the back seat.,ZK84NJY081,1518,-0.253954721,3.5,-0.113080159,4,,
712,864,on-interval,1522,timing_task2,858,Use this fabric as part of artistic performances. Imagine what streamer dancers would look like if their streamers constantly changed color and pattern.,TZJENAOG1L,1522,0.689953806,5.5,0.548989132,5,,
713,865,on-demand,1523,timing_task2,750,Use it for bulletin boards so the messages can be displayed on it to save trees,T2R2UWE269,1523,-0.348906703,4.2,0.853080502,6,,
714,866,on-interval,1525,timing_task2,687,Mobile social displays.  Wearers can choose to display private information that want to make public.  Anything from personal accomplishments to romantic status to people looking for an extra member for their club.,395B0MW3HU,1525,-0.572426321,3.75,0.563542302,5,,
715,867,idle,1527,timing_task2,289,"It could be used as a versatile game board, like for board games.",HXHFUV4333,1527,0.245493855,5.333333333,0.311883173,5.166666667,17,make physically interactive games for the entertainment for adults and/or of children
716,868,none,1528,timing_task2,74,gifs on t-shirts,KORQRADEAV,1528,0.666215379,5.75,-0.788498476,3.666666667,,
717,869,on-interval,1529,timing_task2,464,Wall murals that are interactive with objects that can be moved.,I2RNV7NAJD,1529,-0.230908291,3.666666667,-0.158293497,3,,
718,870,none,1530,timing_task2,443,wall clocks,GQ5IGKLGG2,1530,-1.110885973,3.166666667,-0.051670497,4.75,,
719,872,idle,1532,timing_task2,806,An interactive floor of carpet that shows a football team where to line up.  Then when the ball is moved it shows out arrow for their next moves.,USQ8ZXLRRC,1532,0.981368532,6.5,0.513972236,5,,
720,873,none,1533,timing_task2,297,on a machine to paint and dry a freshly painted,AZS755CKZX,1533,-1.120225473,3.25,-0.902477047,3,,
721,874,idle,1536,timing_task2,598,Slipcovers for a couch. You could change to different patterns at your whim.,D7RB1YZLAJ,1536,0.159637848,5,-0.440251174,3.6,,
722,875,idle,1537,timing_task2,203,would be handy in airports perhaps as a new method of displaying images and information,EZHE2KA84D,1537,-0.829268192,2.75,0.30582738,4,,
723,876,idle,1538,timing_task2,806,make a hat or coat with blinkers for bicyclists,NHPKDC31AJ,1538,-0.580401251,4,0.851546722,6,,
724,877,on-interval,1539,timing_task2,479,Make stars appear at night with this technology,OZA8UIRJWO,1539,0.093280641,5,-0.260584012,3.8,,
725,878,idle,1540,timing_task2,369,The fabric can read body temperature and change color based on that like a mood ring.,IUG38VABCS,1540,-0.277290413,4.25,-0.40446229,3.75,,
726,879,none,1541,timing_task2,592,use for halloween haunted forest,6IB1RFEIW5,1541,-1.136920759,3,0.209310366,5.333333333,,
727,880,none,1544,timing_task2,102,watching movies on a bedsheet,KORQRADEAV,1544,-0.370629089,4.2,-0.522138137,3.4,,
728,881,on-interval,1546,timing_task2,412,Text messaging shirts. You could contact others right through the sleeve of your shirt.,0WBTH5BSPO,1546,0.564680518,4.75,-0.756839754,2.5,,
729,882,idle,1549,timing_task2,718,Mouse pad that could monitor your mouse movements.,HM190QDGFC,1549,-0.801437992,3.25,-0.379589299,3.75,,
730,883,none,1550,timing_task2,474,new way of lighting rooms using shades or curtains,GQ5IGKLGG2,1550,0.81369359,6,0.936362632,5.5,,
731,884,idle,1552,timing_task2,324,It could be used as a cheap way to display messages with airplanes flying the fabric.,HXHFUV4333,1552,-1.022355084,2.75,-0.658032387,3.25,,
732,885,idle,1556,timing_task2,842,Carpet exercises. That show where to move and what movement to do.,USQ8ZXLRRC,1556,0.267672683,5.25,0.404320435,5,,
733,886,idle,1557,timing_task2,636,"Use it on bicycles. On the reflector lights, it can be used to serve as a sign to cars and people.",0EVEO6UQAU,1557,-0.916443369,3.4,0.657542702,5.8,,
734,887,none,1558,timing_task2,744,outdoor movie watching,I5WLBOJAQB,1558,0.515454641,5,0.524042148,5,,
735,888,none,1559,timing_task2,387,This could help artists be creative since it senses touch. It's like a canvas that can be turned into whatever the artist needs wherever they need it.,DTI7W4V7GU,1559,0.404495237,5.666666667,-0.094212003,4.666666667,,
736,890,idle,1561,timing_task2,731,Rollable keyboard that you could take with you.,HM190QDGFC,1561,1.121161196,6,1.317022007,6.666666667,,
737,891,on-demand,1562,timing_task2,742,"If you're hanging laundry, then use an interactive app that lets your know when clothes are ready to be worn and fully washed.",3TIJ05Y0TC,1562,0.171320956,4.8,0.168150116,4.6,,
738,892,idle,1565,timing_task2,841,make gloves that can light up to use as flashlights when you need to see in the dark,NHPKDC31AJ,1565,1.067880621,6.2,0.401966211,4.8,,
739,893,on-demand,1568,timing_task2,108,Use as a screen for a map while you're driving.,M94MIBXSV5,1568,-0.339216965,2.75,0.108061971,3.75,,
740,894,idle,1569,timing_task2,603,"A backpack for kids, they can play with it on the bus.",JPTTCMJXDO,1569,-0.880929981,4,-0.415549485,4,17,make physically interactive games for the entertainment for adults and/or of children
741,895,on-interval,1570,timing_task2,918,Use as a strategic planning surface in wartime. A foldable interactive map,TZJENAOG1L,1570,0.362512669,4.5,0.633170515,4.5,20,make traveling/navigation easier / more comfortable
742,896,none,1571,timing_task2,129,tie dye t-shirt option that can change pattern by touch,KORQRADEAV,1571,-0.209024624,4.4,-0.536722937,3.8,,
743,897,idle,1573,timing_task2,778,use to show movies anywhere,5VF6KWX0VK,1573,-0.061863842,4,0.571042309,5.4,18,make portable technologies
744,898,on-demand,1574,timing_task2,578,Want to change the color of your bedspread?  Use the display to change the colors instead of buying all new bedding.,6AAFF8Q3PF,1574,0.397862723,5,0.226012682,5,,
745,899,none,1575,timing_task2,759,replays at the sporting event,I5WLBOJAQB,1575,-0.156229478,4.75,0.104345335,4.666666667,7,enhance the player or audience experience at sporting events
